"","id","host_id","host_response_time","host_response_rate","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","latitude","longitude","is_location_exact","property_type","room_type","bathrooms","bedrooms","beds","bed_type","price","security_deposit","guests_included","extra_people","minimum_nights","availability_365","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy","calculated_host_listings_count","reviews_per_month"
"775",13264364,47514427,"within an hour",100,"f",22,"t","t",37.7875227040729,-122.409583631557,"t","Apartment","Entire home/apt",1,0,2,"Real Bed","$195.00","",1,"$0.00",1,126,91,9,10,9,10,10,9,"f","strict",8,0.78
"776",1926261,7272201,"within an hour",88,"t",1,"t","t",37.7825714096142,-122.422263136996,"t","Apartment","Entire home/apt",1,0,1,"Real Bed","$128.00","$300.00",2,"$100.00",1,18,96,10,10,10,10,8,9,"f","strict",1,4.34
"777",14886032,60881179,"within an hour",100,"t",15,"t","t",37.7893326395919,-122.41174490728,"f","Condominium","Entire home/apt",1,1,1,"Real Bed","$194.00","",1,"$0.00",3,30,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","strict",1,NA
"778",11461771,9744251,"within a few hours",100,"f",9,"t","t",37.7820790542682,-122.421774673276,"t","Other","Shared room",7,1,14,"Real Bed","$69.00","$180.00",1,"$69.00",1,357,83,7,7,7,9,7,8,"f","strict",9,0.49
"779",5260816,17042045,"within an hour",85,"f",63,"t","f",37.7872231718961,-122.408172220878,"t","Apartment","Private room",1,1,1,"Real Bed","$89.00","",1,"$0.00",1,59,88,9,9,9,9,9,9,"t","flexible",63,3.86
"780",3712105,18780326,"within a few hours",80,"f",2,"t","t",37.7895057098524,-122.410990176266,"t","Apartment","Entire home/apt",1,1,1,"Real Bed","$350.00","$1,000.00",2,"$50.00",3,365,95,10,10,10,10,9,9,"f","moderate",2,0.61
"781",10937873,19911278,"N/A",94.4716824447766,"f",1,"t","f",37.7880679042851,-122.418585925207,"t","Apartment","Entire home/apt",2,2,3,"Real Bed","$500.00","",1,"$0.00",3,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
"782",1483853,6346492,"within a day",100,"f",80,"t","t",37.7883908480451,-122.409371384301,"t","Apartment","Entire home/apt",1,0,2,"Real Bed","$179.00","",1,"$0.00",2,11,95,10,10,10,10,10,10,"f","strict",41,1.53
"783",10986579,20378761,"within a few hours",100,"f",2,"t","t",37.7880348016604,-122.418950447778,"t","Apartment","Private room",1,1,1,"Real Bed","$160.00","",1,"$50.00",1,0,93,10,10,10,10,10,9,"f","flexible",1,0.84
"784",1827911,9286303,"within a few hours",100,"f",293,"t","t",37.7884570925111,-122.421342876992,"t","House","Entire home/apt",2,2,2,"Real Bed","$665.00","",1,"$0.00",3,273,91,10,10,10,8,8,8,"f","super_strict_60",2,0.03
"785",16710495,7685477,"within a few hours",100,"f",2,"t","t",37.7878948774496,-122.421714837566,"t","Apartment","Entire home/apt",2,2,2,"Real Bed","$395.00","$500.00",1,"$0.00",2,110,100,10,10,10,10,10,10,"f","strict",2,1
"786",7005242,7384994,"N/A",94.4716824447766,"f",1,"t","t",37.7884141189493,-122.414545088987,"t","Apartment","Entire home/apt",1,2,2,"Real Bed","$300.00","",1,"$0.00",3,0,100,10,10,6,8,8,8,"f","strict",1,0.05
"787",9888799,50838134,"within an hour",86,"f",1,"t","t",37.7801122291546,-122.421248339667,"t","Apartment","Entire home/apt",1,0,1,"Real Bed","$200.00","$100.00",1,"$0.00",30,32,95,10,10,10,10,8,9,"t","strict",1,1.5
"788",910338,4883363,"within a day",94,"f",1,"t","t",37.7871548335789,-122.411900910055,"t","Apartment","Entire home/apt",1,1,1,"Real Bed","$136.00","$100.00",1,"$0.00",3,107,88,9,8,9,9,10,9,"f","strict",1,3.85
"789",11183089,26482762,"within an hour",100,"f",105,"t","t",37.789464902625,-122.412997107118,"t","Timeshare","Entire home/apt",1,1,2,"Real Bed","$270.00","$100.00",1,"$0.00",2,245,95,9,10,9,10,10,9,"t","strict",14,1.83
"790",10789800,11111263,"N/A",94.4716824447766,"f",1,"t","f",37.7745666705156,-122.421299963807,"t","Apartment","Entire home/apt",2,2,2,"Real Bed","$900.00","$500.00",1,"$0.00",1,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
"791",15721864,61765650,"within a day",80,"f",2,"t","t",37.7867822517106,-122.420262389777,"t","Apartment","Entire home/apt",1,2,2,"Real Bed","$220.00","",1,"$0.00",1,27,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"t","flexible",2,NA
"792",10282326,51659350,"within a few hours",100,"t",4,"t","t",37.7888888349443,-122.409000620027,"t","Guesthouse","Private room",2,1,1,"Real Bed","$279.00","",1,"$0.00",2,184,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",4,NA
"793",8594771,45164648,"within an hour",100,"f",1,"t","t",37.7818274597044,-122.41452915953,"t","Apartment","Entire home/apt",1,1,1,"Real Bed","$95.00","",1,"$60.00",1,363,90,10,9,10,10,8,8,"f","flexible",1,0.58
"794",13018401,64086645,"within a day",86,"f",117,"t","f",37.7891856742571,-122.413541536226,"t","Condominium","Entire home/apt",2,3,3,"Real Bed","$525.00","",1,"$0.00",2,55,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","strict",5,NA
"795",10888070,28976328,"N/A",94.4716824447766,"f",1,"t","t",37.7795869166029,-122.421343470639,"t","Apartment","Shared room",1,1,2,"Real Bed","$60.00","",1,"$0.00",1,0,100,10,10,10,10,10,10,"f","moderate",1,0.31
"796",8084285,6346492,"within a day",100,"f",80,"t","t",37.7884576906625,-122.410621063724,"t","Apartment","Entire home/apt",1,0,2,"Real Bed","$190.00","",1,"$0.00",2,0,98,10,10,10,10,10,10,"f","strict",41,0.44
"797",12382342,37347787,"N/A",94.4716824447766,"f",1,"t","t",37.7873109215195,-122.414284051193,"t","Apartment","Entire home/apt",1,2,2,"Real Bed","$160.00","",1,"$0.00",5,0,100,10,8,10,10,8,8,"f","strict",1,0.2
"798",9216687,47928617,"N/A",94.4716824447766,"f",1,"t","f",37.7863905129619,-122.414803191458,"t","Apartment","Entire home/apt",1,0,1,"Real Bed","$100.00","",1,"$0.00",1,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
"799",4171151,12960258,"within an hour",96,"f",2,"t","t",37.7884671990992,-122.413880196103,"t","Apartment","Entire home/apt",1,1,2,"Real Bed","$129.00","$150.00",3,"$30.00",2,68,92,9,10,10,10,9,9,"t","strict",2,4.84
"800",14836328,62563056,"within a few hours",96,"f",16,"t","f",37.7894150862471,-122.411585777861,"t","Condominium","Entire home/apt",1,1,1,"Real Bed","$275.00","",1,"$0.00",3,304,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","strict",1,NA
"801",17016281,115849,"within a few hours",100,"f",5,"t","f",37.7872149339387,-122.413162955317,"t","Apartment","Entire home/apt",1,0,1,"Real Bed","$100.00","",1,"$0.00",7,86,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","strict",5,NA
"802",9351225,14506226,"within an hour",100,"f",1,"t","t",37.7832178765743,-122.419635013321,"f","Apartment","Entire home/apt",1,1,1,"Real Bed","$129.00","",2,"$20.00",3,54,90,10,9,10,10,8,9,"f","moderate",1,4.44
"803",14197078,26482762,"within an hour",100,"f",105,"t","t",37.7884100663293,-122.412453839105,"t","Timeshare","Entire home/apt",1,1,2,"Real Bed","$270.00","$100.00",1,"$0.00",2,297,90,9,10,10,9,10,10,"f","strict",14,1.43
"804",10805572,9796954,"N/A",94.4716824447766,"f",1,"t","t",37.7856172860716,-122.407443940684,"t","Apartment","Entire home/apt",1,1,2,"Real Bed","$380.00","$4,000.00",4,"$150.00",3,0,93,10,9,10,10,10,9,"f","moderate",1,0.42
"805",4902729,25176023,"within an hour",99,"f",7,"t","t",37.7846841013278,-122.414811994572,"t","Apartment","Private room",1.5,1,1,"Real Bed","$59.00","$100.00",2,"$25.00",1,351,89,9,9,10,10,8,9,"t","moderate",7,3.8
"806",10282371,51659350,"within a few hours",100,"t",4,"t","t",37.7893802079494,-122.408153310213,"t","Guesthouse","Private room",2,1,1,"Real Bed","$279.00","",1,"$0.00",5,191,80,8,8,6,8,10,8,"f","flexible",4,0.12
"807",12111957,17042045,"within an hour",85,"f",63,"t","f",37.7872644917037,-122.409547821044,"t","Apartment","Private room",1,1,1,"Real Bed","$110.00","",1,"$0.00",1,74,91,10,9,9,9,10,9,"t","moderate",63,3.17
"808",15720496,9744251,"within a few hours",100,"f",9,"t","t",37.7872681794709,-122.419732856546,"t","Loft","Private room",1.5,1,6,"Real Bed","$79.00","$160.00",1,"$79.00",30,363,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","strict",9,NA
"809",8421068,15423205,"N/A",94.4716824447766,"f",1,"t","t",37.7830385478457,-122.419296547061,"t","Apartment","Private room",1,1,1,"Real Bed","$140.00","",1,"$0.00",1,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","moderate",1,NA
"810",2658295,13309461,"within a few hours",100,"f",2,"t","t",37.7900375801218,-122.409214129696,"t","Other","Entire home/apt",1,1,2,"Real Bed","$219.00","",1,"$0.00",1,0,100,10,10,10,10,10,9,"f","strict",2,0.29
"811",13393846,47514427,"within an hour",100,"f",22,"t","t",37.777613495337,-122.421827810642,"t","Apartment","Entire home/apt",2,2,2,"Real Bed","$215.00","",1,"$0.00",1,19,100,10,10,10,10,10,10,"f","strict",8,0.83
"812",14426027,21168331,"within a few hours",83,"f",1,"t","f",37.785877076005,-122.420162074676,"t","Apartment","Entire home/apt",1,1,1,"Real Bed","$130.00","$300.00",1,"$0.00",2,0,90,9,9,10,8,9,9,"f","flexible",1,0.4
"813",10772372,48723606,"within a day",56,"f",1,"t","t",37.7828061658635,-122.409708053963,"f","Apartment","Entire home/apt",1,1,1,"Real Bed","$175.00","",1,"$0.00",2,306,92,10,10,9,10,7,9,"f","strict",1,4.08
"814",7967149,4326245,"within an hour",94,"f",1,"t","t",37.7891195581258,-122.415865839198,"t","Apartment","Entire home/apt",1,3,3,"Real Bed","$200.00","",1,"$0.00",2,216,89,9,9,10,9,9,9,"t","moderate",1,5.04
"815",10104291,18693083,"N/A",94.4716824447766,"f",1,"t","t",37.7785427497156,-122.419177420739,"t","Apartment","Entire home/apt",1,0,1,"Real Bed","$800.00","",1,"$0.00",1,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
"816",5070973,17042045,"within an hour",85,"f",63,"t","f",37.7872953810625,-122.409576537302,"t","Apartment","Private room",1,1,1,"Real Bed","$89.00","",1,"$0.00",1,84,87,9,9,9,8,10,9,"f","flexible",63,1.79
"817",5070945,17042045,"within an hour",85,"f",63,"t","f",37.786810389272,-122.409296871994,"t","Apartment","Private room",1,1,1,"Real Bed","$59.00","",1,"$0.00",1,79,92,9,9,9,9,9,9,"f","flexible",63,1.59
"818",3612236,17042045,"within an hour",85,"f",63,"t","f",37.7861659525831,-122.408425433909,"t","Apartment","Private room",1,1,1,"Real Bed","$110.00","",1,"$0.00",2,46,88,9,9,9,8,9,9,"t","flexible",63,3.41
"819",15326713,24273175,"within an hour",100,"f",1,"t","t",37.789073642801,-122.40725424156,"f","Apartment","Entire home/apt",1,0,1,"Real Bed","$365.00","",2,"$0.00",2,86,80,8,10,10,10,10,10,"t","moderate",1,0.6
"820",15769037,100390518,"within an hour",74,"f",11,"t","f",37.7851087768348,-122.40852010135,"t","Apartment","Private room",1,1,2,"Real Bed","$75.00","",1,"$0.00",1,87,33,4,5,8,6,8,5,"t","flexible",11,0.83
"821",14687667,17042045,"within an hour",85,"f",63,"t","f",37.7874735312899,-122.4092647095,"t","Dorm","Entire home/apt",1,0,1,"Real Bed","$78.00","",1,"$0.00",1,53,80,8,8,9,9,10,9,"t","flexible",63,2.8
"822",16883533,486225,"within an hour",100,"f",1,"t","t",37.7838042076556,-122.415099394068,"t","Apartment","Entire home/apt",1,0,1,"Real Bed","$70.00","",1,"$0.00",7,39,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"t","flexible",1,NA
"823",15268492,22267033,"within a few hours",99,"t",69,"t","t",37.7871158365824,-122.409353723045,"t","Condominium","Entire home/apt",1,0,2,"Real Bed","$219.00","",1,"$0.00",1,365,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","strict",6,NA
"824",16945037,17042045,"within an hour",85,"f",63,"t","f",37.7858552248233,-122.408210935979,"t","Boutique hotel","Private room",1,0,1,"Real Bed","$70.00","",1,"$0.00",1,22,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"t","flexible",63,NA
"825",200580,725479,"N/A",94.4716824447766,"f",1,"t","f",37.7850024383851,-122.419004533072,"t","Apartment","Entire home/apt",1,0,1,"Real Bed","$110.00","$500.00",1,"$0.00",7,60,91,10,10,9,9,8,9,"f","strict",1,0.46
"826",10702220,55296162,"N/A",94.4716824447766,"f",1,"t","f",37.7846902368093,-122.419309290956,"t","Apartment","Entire home/apt",1,2,2,"Real Bed","$225.00","",1,"$0.00",1,0,100,10,10,10,10,8,8,"f","flexible",1,0.08
"827",10636038,18576292,"N/A",94.4716824447766,"f",1,"t","t",37.7878685188766,-122.417069921858,"f","Apartment","Entire home/apt",1,0,1,"Real Bed","$150.00","$300.00",2,"$50.00",1,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
"828",5069984,17042045,"within an hour",85,"f",63,"t","f",37.7873997218081,-122.407835569002,"t","Apartment","Private room",1,1,1,"Real Bed","$89.00","",1,"$0.00",1,77,87,9,9,9,8,9,9,"t","flexible",63,3.18
"829",1520734,1976081,"N/A",94.4716824447766,"f",1,"t","t",37.7853519817089,-122.4163588567,"t","Apartment","Entire home/apt",1,0,1,"Real Bed","$207.00","",1,"$25.00",3,0,89,9,9,9,10,7,8,"t","strict",1,0.65
"830",8993307,6346492,"within a day",100,"f",80,"t","t",37.7889663065412,-122.410015709281,"t","Apartment","Entire home/apt",1,0,2,"Real Bed","$180.00","",1,"$0.00",2,0,90,10,10,10,10,10,10,"f","strict",41,0.27
"831",5263213,27246192,"N/A",94.4716824447766,"f",1,"t","t",37.7876340522642,-122.417294907903,"t","Apartment","Entire home/apt",1,0,1,"Real Bed","$79.00","",1,"$0.00",10,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
"832",16972383,100390518,"within an hour",74,"f",11,"t","f",37.786739706733,-122.409267220465,"t","Dorm","Private room",0,0,1,"Real Bed","$70.00","",1,"$0.00",1,68,100,10,10,10,10,10,10,"t","flexible",11,2
"833",1620039,6346492,"within a day",100,"f",80,"t","t",37.7874918681122,-122.411030466877,"t","Apartment","Entire home/apt",1,0,2,"Real Bed","$175.00","",1,"$0.00",1,0,95,10,10,10,10,10,9,"f","strict",41,1.64
"834",15769128,100390518,"within an hour",74,"f",11,"t","f",37.7852080274052,-122.40723477381,"t","Dorm","Private room",1,1,1,"Real Bed","$65.00","",1,"$0.00",1,38,84,9,8,10,9,9,9,"t","flexible",11,2.7
"835",14933057,65518248,"within an hour",98,"t",23,"t","t",37.7880483536303,-122.411654624761,"f","Condominium","Entire home/apt",1,1,1,"Real Bed","$399.00","",1,"$0.00",2,157,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
"836",10099733,51659350,"within a few hours",100,"t",4,"t","t",37.7890915580708,-122.409933670185,"t","Guesthouse","Private room",1,1,2,"Real Bed","$125.00","",1,"$0.00",2,64,96,9,9,10,10,10,10,"f","flexible",4,2.05
"837",15620606,13309461,"within a few hours",100,"f",2,"t","t",37.7871173481869,-122.411419976736,"t","Other","Entire home/apt",1,1,2,"Real Bed","$229.00","",1,"$0.00",2,151,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","strict",2,NA
"838",4987822,25714209,"within a few hours",100,"f",2,"t","t",37.7851275277504,-122.417060995088,"t","Apartment","Entire home/apt",1,1,1,"Real Bed","$400.00","$750.00",2,"$35.00",2,364,100,10,10,9,10,10,10,"f","flexible",2,0.11
"839",14785384,16583288,"within a day",50,"f",1,"t","f",37.789266937395,-122.415182687538,"t","Apartment","Entire home/apt",1,1,1,"Real Bed","$195.00","",1,"$0.00",2,0,100,10,10,10,10,10,9,"f","flexible",1,0.5
"840",13174268,73640858,"within an hour",100,"f",1,"t","f",37.7843284997996,-122.411078031197,"t","Apartment","Entire home/apt",1,0,1,"Real Bed","$119.00","",2,"$40.00",1,77,80,9,9,9,10,6,8,"t","strict",1,3.36
"841",10771698,55715557,"N/A",94.4716824447766,"f",1,"t","f",37.7888434807473,-122.414299565675,"t","Apartment","Entire home/apt",1,2,3,"Real Bed","$700.00","$1,500.00",1,"$0.00",1,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","moderate",1,NA
"842",15221965,126546,"within a few hours",100,"f",1,"t","f",37.7781353990198,-122.421537364086,"t","Apartment","Entire home/apt",1,1,2,"Real Bed","$190.00","",1,"$0.00",3,86,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","strict",1,0.19
"843",17420087,115849,"within a few hours",100,"f",5,"t","f",37.7869126993169,-122.411691684218,"f","Apartment","Entire home/apt",0.5,0,1,"Real Bed","$93.00","",1,"$0.00",7,364,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","strict",5,NA
"844",8084290,6346492,"within a day",100,"f",80,"t","t",37.7872195572721,-122.410683614413,"t","Apartment","Entire home/apt",1,0,2,"Real Bed","$190.00","",1,"$0.00",2,0,100,10,10,10,10,10,10,"f","strict",41,0.19
"845",15342398,96098402,"within an hour",100,"f",47,"t","t",37.7880867671967,-122.411958466533,"t","Condominium","Entire home/apt",1,1,2,"Real Bed","$339.00","",1,"$0.00",3,365,100,10,10,10,10,10,10,"f","strict",7,1
"846",14487347,17042045,"within an hour",85,"f",63,"t","f",37.7858852460261,-122.409517107199,"t","Boutique hotel","Private room",1,0,1,"Real Bed","$75.00","",1,"$0.00",1,18,84,8,9,9,9,9,9,"t","flexible",63,4.08
"847",8135152,42960539,"N/A",94.4716824447766,"f",1,"t","f",37.7795414602804,-122.421778523825,"t","Bed & Breakfast","Private room",1,1,1,"Real Bed","$460.00","",1,"$0.00",7,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
"848",10836765,4453819,"N/A",94.4716824447766,"f",1,"t","t",37.7871997245097,-122.417526817089,"t","Apartment","Entire home/apt",1,1,1,"Real Bed","$125.00","",1,"$0.00",1,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
"849",7548762,17042045,"within an hour",85,"f",63,"t","f",37.7854097166145,-122.408456029672,"t","Apartment","Private room",1,1,1,"Real Bed","$110.00","",1,"$0.00",1,77,86,9,9,9,8,9,9,"t","flexible",63,2.8
"850",9506602,18276399,"N/A",94.4716824447766,"f",1,"t","f",37.7855053684909,-122.415149092729,"t","Apartment","Entire home/apt",1,1,1,"Real Bed","$150.00","$100.00",1,"$0.00",1,0,85,10,8,10,9,7,9,"f","strict",1,0.31
"851",1940214,10035734,"N/A",94.4716824447766,"f",1,"t","t",37.777646639507,-122.421830231158,"t","Condominium","Entire home/apt",2,2,2,"Real Bed","$250.00","$500.00",1,"$0.00",2,0,100,10,8,8,10,10,10,"t","flexible",1,0.07
"852",11164246,58071546,"within a few hours",100,"f",3,"t","t",37.7881264076818,-122.409426736102,"t","Condominium","Entire home/apt",1,1,2,"Real Bed","$379.00","",1,"$0.00",2,5,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","strict",1,NA
"853",7952959,11597958,"within an hour",100,"f",1,"t","t",37.7826768665386,-122.41392456383,"t","Apartment","Entire home/apt",1,0,1,"Pull-out Sofa","$88.00","",1,"$0.00",1,0,89,9,9,10,10,6,8,"f","strict",1,0.54
"854",15702583,100390518,"within an hour",74,"f",11,"t","f",37.7851275135688,-122.407265759395,"t","Apartment","Private room",1,1,1,"Real Bed","$65.00","",1,"$0.00",1,51,73,8,8,9,8,9,8,"t","flexible",11,3.96
"855",5298714,14129680,"N/A",94.4716824447766,"f",1,"t","t",37.7851130395781,-122.413046713067,"t","Apartment","Entire home/apt",1,0,1,"Real Bed","$300.00","",1,"$0.00",1,0,80,10,9,10,10,7,7,"f","moderate",1,0.14
"856",10856965,13137898,"N/A",94.4716824447766,"f",1,"t","t",37.7901268386856,-122.408748652516,"t","Apartment","Private room",1,1,2,"Real Bed","$345.00","",1,"$0.00",1,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
"857",10770909,16856119,"N/A",94.4716824447766,"f",1,"t","t",37.7828357511123,-122.420934425298,"t","Apartment","Entire home/apt",1,0,1,"Real Bed","$285.00","",1,"$0.00",1,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","moderate",1,NA
"858",2728615,12960258,"within an hour",96,"f",2,"t","t",37.78994462762,-122.407515406833,"t","Apartment","Entire home/apt",2,2,3,"Real Bed","$299.00","$150.00",4,"$60.00",2,98,96,10,10,10,10,10,9,"t","strict",2,3.51
"859",13130167,35326729,"N/A",94.4716824447766,"f",1,"t","t",37.7763111647602,-122.418252190302,"f","Apartment","Entire home/apt",1,1,1,"Real Bed","$300.00","$200.00",1,"$0.00",3,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"t","flexible",1,NA
"860",7903068,41673173,"N/A",94.4716824447766,"f",1,"t","t",37.7831305523095,-122.421440246037,"t","Apartment","Entire home/apt",1,0,1,"Real Bed","$180.00","$95.00",2,"$25.00",1,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","strict",1,NA
"861",2594633,1098752,"N/A",94.4716824447766,"f",2,"t","t",37.7886359841554,-122.412935304739,"t","Apartment","Entire home/apt",1,1,1,"Real Bed","$998.00","$249.00",1,"$0.00",2,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",2,NA
"862",3053867,15103537,"within an hour",100,"t",2,"t","t",37.7815731513087,-122.414517792994,"t","Apartment","Entire home/apt",1,1,2,"Real Bed","$240.00","",2,"$25.00",30,54,94,10,10,10,10,7,9,"t","strict",2,2.67
"863",17096851,8263560,"within an hour",100,"f",4,"t","t",37.7892024365578,-122.414957221194,"f","Apartment","Private room",1,1,1,"Real Bed","$120.00","$200.00",1,"$25.00",2,5,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"t","strict",3,NA
"864",17192720,50160697,"within a few hours",100,"f",5,"t","t",37.7865364234369,-122.414404221109,"t","Hostel","Private room",1,0,1,"Real Bed","$110.00","",1,"$0.00",2,364,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",4,NA
"865",7263986,37868149,"within a day",100,"f",1,"t","t",37.786931805283,-122.416241102229,"t","Apartment","Entire home/apt",1,0,1,"Real Bed","$165.00","",1,"$0.00",2,131,94,10,9,10,10,9,9,"f","moderate",1,1.03
"866",10393328,53369329,"N/A",94.4716824447766,"f",1,"t","f",37.7864895623571,-122.417685487384,"f","Apartment","Entire home/apt",1,0,1,"Real Bed","$500.00","",1,"$0.00",1,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
"867",2114508,1226807,"within an hour",100,"f",1,"t","t",37.786393866519,-122.414425479955,"t","Apartment","Entire home/apt",1,0,2,"Real Bed","$268.00","",1,"$0.00",1,361,94,10,8,10,10,8,9,"f","strict",1,0.42
"868",8033975,6346492,"within a day",100,"f",80,"t","t",37.7874947327826,-122.409485068549,"t","Apartment","Entire home/apt",1,0,2,"Real Bed","$180.00","",1,"$0.00",2,0,100,10,10,10,10,10,10,"f","strict",41,0.11
"869",11048476,8355382,"N/A",94.4716824447766,"f",1,"t","t",37.7895253198121,-122.41094854063,"t","Apartment","Entire home/apt",1,1,2,"Real Bed","$800.00","",1,"$0.00",2,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"t","flexible",1,NA
"870",8525314,662759,"N/A",94.4716824447766,"f",1,"t","t",37.7848810793652,-122.420654613153,"t","Apartment","Private room",1,1,2,"Real Bed","$108.00","",1,"$0.00",3,0,80,9,6,10,10,8,9,"t","strict",1,0.17
"871",10683306,3063586,"N/A",94.4716824447766,"f",1,"t","t",37.7750020160956,-122.420778539913,"t","Condominium","Private room",1,1,1,"Real Bed","$110.00","$200.00",2,"$0.00",3,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"t","moderate",1,NA
"872",16930263,17042045,"within an hour",85,"f",63,"t","f",37.7872318707074,-122.408286108381,"t","Boutique hotel","Private room",1,0,1,"Real Bed","$70.00","",1,"$0.00",1,10,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"t","flexible",63,NA
"873",13194699,644330,"within a few hours",100,"f",1,"t","t",37.7852394707012,-122.415792429242,"t","Apartment","Entire home/apt",1,1,2,"Real Bed","$249.00","",2,"$50.00",2,353,95,10,10,10,10,8,9,"f","strict",1,2.64
"874",15554000,2101972,"within a few hours",93,"f",2,"t","t",37.7754725990485,-122.419782214389,"t","Condominium","Entire home/apt",2,2,3,"Real Bed","$350.00","$500.00",4,"$50.00",1,127,92,9,10,9,10,10,10,"f","strict",1,2.45
"875",14197816,26482762,"within an hour",100,"f",105,"t","t",37.7878482346273,-122.413091812127,"t","Timeshare","Entire home/apt",1,1,2,"Real Bed","$270.00","$100.00",1,"$0.00",2,303,90,9,10,10,10,9,8,"t","strict",14,0.35
"876",15456519,56807364,"a few days or more",33,"f",1,"t","f",37.7849782956573,-122.419421295481,"f","Apartment","Private room",1,1,1,"Real Bed","$125.00","",1,"$0.00",1,365,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"t","moderate",1,NA
